label	col_00	col_01	col_02	col_03	col_04	col_05	col_06	col_07	col_08	col_09	col_10	col_11
4	-506 m^3	0.9581	Computer Game Design	Data Science	1.4575	1398	0.2177	0.3025	2634	reptile, bird, fish	-1.1685	1770
1	422 m^3	N/A	?	Computer Science	-0.0016	900	0.5909	1.0555	1896	pig	NULL	345
2	-180 m^3	1.1357	Computer Science	Biotechnology	1.1826	-885	-1.0141	0.042	-421	rat	0.9454	2359
0	-453 m^3	-0.2987	Robotics Engineering	Computational Media, Bioinformatics, Electrical Engineering	1.357	1035	0.6908	0.157	-1062	hamster	1.271	-198
1	1025 m^3	0.2562	Computational Media	Human Computer Interaction	-0.0983	-541	0.7951	0.5527	1116	pig	0.1556	2619
0	537 m^3	0.4427	Games and Playable Media	Bioinformatics, Electrical Engineering, Bioengineering	-1.4404	586	0.3509	0.9802	1147	hamster, rabbit	-1.0774	1137
1	-118 m^3	0.0971	Electrical Engineering	Games and Playable Media, Computer Science	0.7971	113	0.6072	1.2554	939	chicken	1.8287	1753
0	605 m^3	0.1973	Games And Playable Media	Computational Media, Bioengineering, Bioinformatics	-0.0146	1415	-0.3888	0.7548	-349	hamster, guinea pig	0.3291	-958
2	1596 m^3	-1.0812	Computer Science	applied mathematics	0.7991	120	0.6909	1.0918	805	rat	1.8177	1426
4	78 m^3	0.4043	Bioengineering	Robotics Engineering	0.7098	2076	-1.7907	-0.1461	1636	bird, reptile, fish	0.3344	1403
4	1164 m^3	-0.8358	Bioengineering	Human Computer Interaction	1.4383	1442	0.5526	2.7304	462	bird, reptile, fish	0.8607	667
3	1139 m^3	0.5487	Robotics Engineering	Human Computer Interaction	0.8383	801	1.0855	1.5296	74	cat	0.1354	1093
1	-1004 m^3	0.1028	Data Science	Human Computer Interaction	1.9549	1081	1.0481	0.9427	2168	dog	-0.2547	-210
1	1113 m^3	0.5261	Technology and Information Management	Technology and Information Management, Computer Science	1.3678	-34	0.8041	0.8107	138	pig	-0.9062	746
4	796 m^3	0.407	Bioengineering	Biotechnology, Robotics Engineering, Computer Engineering	0.3616	-150	-0.1891	-0.6884	62	bird, fish, reptile	-1.4349	1025
1	69 m^3	-0.4065	Biotechnology	Computer Science, Games and Playable Media	1.4933	143	0.6689	-0.2218	292	pig	1.1584	235
2	852 m^3	0.8031	Computer Science	Applied Mathematics	0.1606	476	-0.5481	0.8992	-1342	rat	1.2859	54
4	555 m^3	0.8231	Bioinformatics	Games and Playable Media, Statistics, Technology and Information Management	-0.0103	1425	-0.44	0.933	198	bird, ferret	0.267	1973
3	132 m^3	0.1962	Applied Mathematics	Human Computer Interaction	1.0086	652	1.0517	1.1751	2725	chicken	-0.3986	1010
3	1406 m^3	0.4465	Robotics Engineering	Data Science	0.4937	1660	1.3079	-0.4914	1562	cat	2.3866	770
4	-360 m^3	0.5306	Computer Game Design	Computer Engineering, Computer Game Design, Robotics Engineering	0.1396	2000	-0.9946	2.3202	2000	fish, bird	0.6901	-171
1	-42 m^3	0.0578	Technology and Information Management	Statistics	1.7164	228	0.1443	0.4293	-237	pig	0.316	631
0	1153 m^3	0.0679	Computational Media	Bioengineering	-0.1264	1353	1.2338	1.6647	-600	guinea pig, rabbit	-0.1765	-409
2	-221 m^3	0.6789	Computer Science	Natural Language Processing	-0.0048	-2853	0.8132	1.1873	1894	dog	-2.1766	1336
4	274 m^3	0.7677	Computer Game Design	Biotechnology	0.526	-682	-0.1861	0.7118	2387	reptile, bird, fish	1.0143	-547
0	-558 m^3	0.2158	Statistics	Computer Game Design, Computer Engineering	0.3198	1210	-0.523	-0.0823	685	guinea pig	0.4613	-497
2	866 m^3	0.6587	Computer Science	Applied Mathematics	-0.1103	1993	-0.1034	1.7672	-857	rat	-0.4594	-15
3	162 m^3	-0.057	Human Computer Interaction	Human Computer Interaction	0.0186	307	1.3416	-0.5188	1271	chicken	-0.1096	825
2	412 m^3	-0.0871	Computer Science	Applied Mathematics	0.4237	-140	0.2373	1.1921	1039	rat	-0.083	92
0	377 m^3	-0.2375	Games and Playable Media	Electrical Engineering, Computational Media	0.8919	398	-1.0021	-0.2535	-607	hamster, rabbit	1.0391	1737
3	735 m^3	0.5494	Games and Playable Media	Data Science	0.1881	1005	0.2505	0.0162	1234	chicken	0.5882	-130
2	1749 m^3	-0.7059	Computer Science	Applied Mathematics	0.6012	381	-0.0761	0.452	-1461	rat	1.2552	228
0	1424 m^3	-0.4774	Human Computer Interaction	Bioinformatics, Electrical Engineering, Bioengineering	0.1039	2168	-0.2246	0.521	-805	rabbit, guinea pig	-0.0364	-131
1	39 m^3	0.2531	Electrical Engineering	Games and Playable Media, Computer Science	0.5376	-674	0.277	0.4695	1214	pig	0.0101	-227
4	-226 m^3	0.8955	Computer Game Design	Computer Game Design, Computer Engineering, Biotechnology	-0.1025	-125	0.1556	0.8092	573	ferret, fish, reptile	0.464	1086
0	1741 m^3	0.5921	Bioinformatics	Electrical Engineering, Computational Media	0.6867	2108	0.7174	-0.4459	142	hamster, rabbit	0.5615	-527
2	-41 m^3	1.568	Computer Science	Electrical Engineering	-0.1968	1468	-0.0232	2.9262	-169	dog	1.1648	928
2	492 m^3	-0.4695	Computer Science	Human Computer Interaction	-1.1407	1041	0.4053	-0.2189	52	dog	-1.3768	-756
0	1384 m^3	-0.7013	Statistics	Electrical Engineering, Bioengineering	-0.1037	989	0.0382	0.8953	461	guinea pig	n/a	-172
3	1506 m^3	0.2496	Biotechnology	Data Science	0.5658	806	0.9677	-0.5574	668	cat	-0.9434	1573
4	82 m^3	0.2188	Bioengineering	biotechnology	1.4739	1160	1.1581	-0.4083	1248	reptile, fish, ferret	0.9793	467
3	1258 m^3	0.5769	Applied Mathematics	Human Computer Interaction	0.3835	609	0.9857	0.7101		chicken	-0.4451	415
3	-258 m^3	1.1504	hUMAN cOMPUTER iNTERACTION	Human Computer Interaction	0.0014	874	0.5205	-0.1858	390	cat	1.811	833
0	515 m^3	0.7787	Statistics	cOMPUTATIONAL mEDIA, bIOENGINEERING	-0.36	2400	-0.6307	1.6893	-540	rabbit	2.1608	-806
0	848 m^3	1.1834	Computational Media	Computer Engineering, Biotechnology, Computer Game Design	-0.3659	55	0.4057	0.2619	-895	hamster	-0.4623	-599
4	2283 m^3	-0.834	Bioengineering	Robotics Engineering, Biotechnology	1.2127	1637	-0.1565	1.1589	2129	fish, bird, reptile	0.0119	106
4	477 m^3	-0.7291	Bioengineering	Biotechnology	0.3368	1104	-1.3271	-0.0153	-217	bird, fish, reptile	0.2494	928
1	-228 m^3	0.3488	Natural Language Processing	Computer Science, Games and Playable Media	1.3184	1420	1.6092	0.8806	414	pig	0.8186	1568
2	1295 m^3	0.9105	Computer Science	Natural Language Processing	0.7546	330	0.6318	1.7552	-2	DOG	-2.1608	738
3	-695 m^3	-0.0097	Applied Mathematics	Data Science	0.2313	-41	0.3788	0.5458	1871	cat	-0.3283	1634
3	1665 m^3	0.9103	Applied Mathematics	Data Science	-0.4137	2272	0.6969	0.2555	1555	cat	0.5067	1789
1	556 m^3	0.2605	cOMPUTER eNGINEERING	Computer Science, Games and Playable Media, Technology and Information Management	1.0156	-346	1.4013	0.5147	428	pig	-1.5692	727
2	2458 m^3	0.9491	Computer Science	Applied Mathematics	0.8503	785	0.1145	0.6932	-571	rat	-1.2362	1014
1	1535 m^3	0.2717	Computer Engineering	Computer Science, Statistics, Technology and Information Management	-0.1414	12	0.4215	-0.1783	492	cat	1.9903	1079
2	1589 m^3	0.5821	Computer Science	Natural Language Processing	0.7885	328	-0.0906	0.9718	-74	dog	1.2518	470
3	-248 m^3	0.6717	Human Computer Interaction	Data Science	-0.5618	1310	0.401	-1.2227	1799	rat	-0.0767	993
0	1545 m^3	0.2799	Computational Media	Computational Media, Bioengineering, Bioinformatics	0.0461	2159	-0.1823	0.2066	177	rabbit, hamster	0.4204	166
1	2394 m^3	0.5004	Technology and Information Management	Technology and Information Management	None	-491	0.6345	0.0914	-537	Pig	-0.3137	2234
4	483 m^3	-0.5313	Bioinformatics	Robotics Engineering	0.3087	-123	-0.5568	0.2656	1495	ferret	-0.3692	568
0	1872 m^3	1.2066	Statistics	Computational Media, Bioengineering	-0.7385	1325	-1.4757	0.6778	-1582	hamster, rabbit	0.9372	1446
2	-856 m^3	-0.3777	Computer Science	Applied Mathematics	1.6007	-1487	-0.1737	0.0553	710	rat	0.2619	2217
4	1296 m^3	-0.1512	Computer Game Design	Computer Engineering, Robotics Engineering, Biotechnology	1.2038	2938	-0.6362	-0.1478	-1044	rat	0.4873	467
3	1152 m^3	-0.3103	Robotics Engineering	Human Computer Interaction	-0.0161	270	1.0532	-0.5338	1633	cat	-0.3532	1553
4	-347 m^3	1.4265	Technology and Information Management	Computer Engineering, Biotechnology	0.4209	1641	-0.474	0.2255	1258	fish, ferret, reptile	-0.0449	1300
0	1113 m^3	0.4264	Computational Media	Bioinformatics	0.3739	924	0.4061	2.0503	-878	guinea pig, rabbit	0.603	-61
3	833 m^3	-1.2334	Human Computer Interaction	Human Computer Interaction	0.3767	1118	0.953	-0.3115	1746	cat	1.7193	1056
1	843 m^3	0.7538	Computer Science	Computer Game Design, Robotics Engineering, Computer Engineering	1.3296	1562	0.8231	0.6537	1096	chicken	0.3191	1458
3	401 m^3	1.0699	Robotics Engineering	Data Science	0.3988	1652	1.9853	-0.4589	735	cat	1.8631	2032
3	-677 m^3	0.6995	Human Computer Interaction	Human Computer Interaction	-0.4625	1071	0.1196	-0.1877	1684	chicken	0.0117	999
2	-1275 m^3	1.2252	Computer Science	Natural Language Processing	1.3076	1959	0.0189	0.9116	-991	rat	0.4634	1858
2	-316 m^3	1.234	Computer Science	Computer Game Design	0.8893	-1052	-0.7598	0.8089	882	rat	1.242	1435
4	-1078 m^3	-0.1387	Bioinformatics	Computer Engineering, Biotechnology, Computer Game Design	0.7829	924	-0.3331	-1.0299	-495	reptile, fish	0.472	1263
3	1074 m^3	0.4406	Robotics Engineering	Human Computer Interaction	0.0681	1963	0.3668	-0.8197	-43	chicken	0.1109	745
3	1626 m^3	0.5342	Computational Media	Human Computer Interaction	-0.4625	-268	1.2638	-0.0507	2030	cat	1.4344	1222
2	1197 m^3	0.8671	Computer Science	Computational Media	1.5636	713	0.821	-0.8956	739	rat	-1.6929	1999
4	-535 m^3	-0.5733	Computer Game Design	Computer Game Design	-0.021	2380	-0.8218	1.5403	460	reptile, bird	1.0889	1177
4	-386 m^3	-0.3525	Bioinformatics	Computer Engineering, Robotics Engineering, Computer Game Design	-0.7402	539	0.4824	1.5244	N/A	bird, ferret	-0.6581	1601
2	1571 m^3	0.598	Computer Science	Applied Mathematics	0.2861	4	0.5167	-0.1602	-53	dog	-0.837	769
4	808 m^3	0.5432	Bioinformatics	bIOTECHNOLOGY, cOMPUTER gAME dESIGN	-0.3342	2651	1.2245	0.3732	2206	ferret, fish, reptile	1.6194	1544
4	2133 m^3	0.2915	Bioengineering	Computer Game Design, Computer Engineering, Robotics Engineering	-0.2374	4151	-0.0026	0.5048	-179	ferret, reptile, bird	-0.1938	1797
0	3287 m^3	0.4128	Computational Media	Electrical Engineering, Bioengineering	-0.6224	732	-0.1418	1.8492	615	guinea pig	1.1341	-667
4	1341 m^3	-1.0581	Bioinformatics	Bioengineering	0.499	1034	0.0514	0.2279	-98	ferret, reptile	-0.9315	1107
3	622 m^3	-0.9756	Human Computer Interaction	Biotechnology, Robotics Engineering	-0.4053	1149	0.6167	-0.4692	1914	chicken	1.011	1207
1	1777 m^3	0.514	Natural Language Processing	GAMES AND PLAYABLE MEDIA	1.2853	-270	0.1267	0.7974	-178	pig	1.5635	631
3	688 m^3	0.7252	Robotics Engineering	Applied Mathematics	-0.342	756	0.3021	-0.6102	1442	chicken	-0.1217	1054
1	1120 m^3	1.903	Biotechnology	sTATISTICS	1.6017	340	0.9624	1.4401	1770	pig	-0.992	295
3	441 m^3	0.2167	Robotics Engineering	Human Computer Interaction	-0.2397	1097	1.0603	-0.6638	53	cat	1.1189	552
1	971 m^3	0.0819	Biotechnology	Technology and Information Management, Statistics, Computer Science	-0.1561	-348	1.1507	-0.2758	-35	pig	-0.6498	1298
4	-245 m^3	0.7853	Bioinformatics	Computer Game Design	0.8384	416	0.3088	0.2775	1057	REPTILE	1.05	911
3	-157 m^3	0.7344	computer engineering	Human Computer Interaction	1.726	164	0.1107	-0.0696	-735	chicken	-0.1771	225
2	762 m^3	0.3411	Computer Science	Applied Mathematics	0.0732	1557	0.102	-1.7876	-1390	rat	-0.0561	638
0	2817 m^3	0.7363	Games and Playable Media	Robotics Engineering, Computer Game Design	0.2805	1351	-1.0966	0.0627	1019	guinea pig	0.1217	-853
2	1350 m^3	0.119	cOMPUTER sCIENCE	Computer Science, Technology And Information Management, Statistics	1.3166	769	0.9764	-0.934	324	dog	2.2245	1218
2	1791 m^3	0.3809	Computer Science	applied mathematics	-0.6483	1491	0.6453	1.5954	-351	RAT	0.8435	-251
3	1889 m^3	-0.2914	Human Computer Interaction	Applied Mathematics	-0.6372	-943	0.8394	2.7728	124	cat	1.7765	-234
2	1065 m^3	0.3405	Computer Science	Natural Language Processing	0.8389	1137	-0.6452	1.8518	-629	rat	0.9285	1381
2	-593 m^3	-0.4887	Computer Science	NATURAL LANGUAGE PROCESSING	0.4313	-450	-0.2957	0.9618	812	rat	1.468	1245
4	1723 m^3	0.2062	Bioengineering	Computer Engineering, Computer Game Design, Biotechnology	0.1513	1578	-0.7338	-1.3617	-390	bird, reptile, ferret	1.0326	1508
0	896 m^3	-1.0904	Games and Playable Media	Computational Media, Bioengineering, Bioinformatics	-0.278	1947	0.3825	1.2443	1294	hamster, rabbit	2.7918	-51
4	1003 m^3	0.579	Computer Game Design	Robotics Engineering, Computer Game Design	0.8041	-765	1.3806	-1.9682	92	ferret, fish, reptile	0.6112	557
2	1380 m^3	-0.1514	cOMPUTER sCIENCE	Natural Language Processing	0.43	1390	0.7227	0.3039	-648	rat	0.945	916
1	2376 m^3	1.2611	Biotechnology	Computer Science	1.2175	507	1.0041	1.1834	1305	pig	0.081	1241
3	-58 m^3	-0.4719	Robotics Engineering	Data Science	-0.1404	2239	0.941	1.8472	2297	cat	-0.9537	1074
3	1067 m^3	-0.0793	Robotics Engineering	Human Computer Interaction	-0.7552	1489	0.8664	-0.5142	1329	chicken	0.5253	2372
0	460 m^3	0.074	Statistics	Electrical Engineering, Bioengineering	1.043	3741	0.205	-0.0489	273	hamster, guinea pig	0.549	149
0	-79 m^3	-0.4515	Statistics	Electrical Engineering, Computational Media	0.7534	235	-0.3497	0.0315	240	guinea pig	1.5587	344
2	216 m^3	-0.3641	Computer Science	Applied Mathematics	1.3775	828	0.2614	2.8061	-603	cat	-0.3474	258
1	1697 m^3	0.6474	Computer Science	Computer Science	-0.1546	-350	0.3678	-0.2434	-208	pig	0.0883	-456
3	1064 m^3	-0.6695	Applied Mathematics	Human Computer Interaction	-0.5444	1786	0.9184	0.4342	1432	chicken	2.2181	912
0	2543 m^3	0.447	Statistics	Bioinformatics	0.74	78	0.1056	-0.9796	463	fish, reptile, bird	1.0444	-36
0	482 m^3	-0.6574	Bioengineering	BIOINFORMATICS, ELECTRICAL ENGINEERING	-1.9245	901	0.1732	-1.5038	-429	rabbit, guinea pig	-1.1016	1179
1	1142 m^3	0.9567	Natural Language Processing	Statistics, Technology and Information Management, Computer Science	-0.5578	-177	0.2696	1.2963	1336	pig	1.9182	-513
0	1079 m^3	0.6626	Games and Playable Media	Electrical Engineering, Computational Media, Bioinformatics	-0.412	1428	-0.057	0.7506	-537	hamster	1.3409	806
2	1457 m^3	-0.188	Computer Science	Human Computer Interaction	1.5663	653	0.1031	0.5137	-149	dog	0.589	197
2	843 m^3	0.3574	Robotics Engineering	Games and Playable Media, Technology and Information Management	0.6202	389	0.3677	-0.2013	1438	rat	0.7143	-620
0	-599 m^3	-0.0008	Statistics	Bioengineering, Computational Media, Bioinformatics	-0.0679	1901	N/A	0.3756	442	guinea pig, hamster	0.754	-419
2	-1717 m^3	0.1708	Computer Science	Natural Language Processing	0.3813	-24	0.262	1.2532	-82	rat	0.7428	788
2	907 m^3	0.0821	Computer Science	Applied Mathematics	0.7933	1023	-0.1594	1.08	-1771	dog	0.5831	1376
1	146 m^3	-0.2784	Technology and Information Management	Statistics, Games and Playable Media, Technology and Information Management	-0.6918	1314	0.5658	0.9198	214	pig	0.0751	1630
0	-226 m^3	0.665	Statistics	eLECTRICAL eNGINEERING, cOMPUTATIONAL mEDIA	-0.1987	2918	-0.7038	1.6381	1058	guinea pig, hamster	1.7924	-411
2	1665 m^3	0.2636	Computer Science	Applied Mathematics	0.6062	-962	0.4369	-0.3424	484	rat	0.9294	632
0	2766 m^3	0.6981	Games and Playable Media	Bioinformatics, Electrical Engineering	0.1662	2506	-0.0801	-1.4815	362	rabbit, hamster	1.1979	550
3	314 m^3	0.4428	Applied Mathematics	Technology and Information Management, Computer Science, Statistics	-0.0346	1753	1.5957	0.1077	1411	chicken	-0.0167	399
0	2804 m^3	0.6902	Computational Media	Bioinformatics, Electrical Engineering, Bioengineering	-0.1187	738	-0.7825	1.7723	1259	guinea pig, rabbit	-0.433	-1294
4	1826 m^3	-0.4938	Computer Game Design	Robotics Engineering, Computer Game Design, Biotechnology	0.4947	1717	-0.5172	0.6395	1289	fish	-0.0305	2068
3	571 m^3	-0.0021	Human Computer Interaction	Human Computer Interaction	-0.1078	N/A	-0.5685	-0.4296	350	chicken	0.375	765
4	-399 m^3	0.9752	Bioengineering	Technology and Information Management, Statistics	-0.0765	2019	0.1508	-0.382	923	reptile, ferret, fish	0.3856	1011
0	1385 m^3	0.2854	Statistics	COMPUTATIONAL MEDIA	0.4001	1554	-0.6079	2.3252	66	hamster	0.7718	1305
0	1010 m^3	1.2993	STATISTICS	Computational Media, Bioinformatics	0.3724	1176	0.3648	0.186	-1767	rabbit	0.812	322
3	394 m^3	1.4867	Robotics Engineering	Human Computer Interaction	-0.5023	1273	0.0939	0.2102	299	chicken	1.073	1319
0	566 m^3	-0.025	Computer Science	COMPUTATIONAL MEDIA	-0.0753	-534	-0.6724	1.1793	477	hamster, guinea pig	0.0392	-318
0	1934 m^3	0.5347	Data Science	Computer Game Design, Biotechnology	-0.1035	-457	0.2761	1.4891	662	rabbit, guinea pig	-0.6437	-645
1	1256 m^3	1.843	Natural Language Processing	Computer Science	1.5597	278	0.6466	0.3721	1349	pig	1.4163	449
1	2302 m^3	0.3448	Electrical Engineering	Statistics, Computer Science, Technology and Information Management	0.7511	-1019	1.2191	-1.3193	2543	pig	1.1367	542
2	116 m^3	1.429	Computer Science	Applied Mathematics	0.7475	1501	-0.3601	-0.5471	1999	dog	1.191	-442
2	805 m^3	0.4472	Computer Science	Applied Mathematics	1.0335	72	-1.7641	1.1978	707	dog	0.1949	843
1	808 m^3	-0.2487	Games and Playable Media	Electrical Engineering, Bioinformatics	0.4628	2409	0.5258	1.6101	1628	pig	1.0926	201
1	1282 m^3	0.9305	Data Science	Data Science	1.4315	-867	1.6558	1.4892	173	pig	1.3309	1116
2	-339 m^3	-0.4429	Computer Science	Natural Language Processing	0.5002	-738	-0.7245	-0.7131	-247	dog	0.5925	1533
0	2616 m^3	-0.6642	Computational Media	computational media, electrical engineering	0.0065	191	-0.9096	0.5236	696	rabbit	0.4169	-632
3	84 m^3	-0.9486	Robotics Engineering	Human Computer Interaction	-1.0822	2475	0.1142	0.8197	2398	dog	0.2106	864
0	-275 m^3	-0.5661	Games and Playable Media	bioengineering, electrical engineering, bioinformatics	-0.4711	1831	-0.3043	-0.8015	350	guinea pig, hamster	-0.4627	560
0	1226 m^3	?	Computer Science	Bioengineering, Electrical Engineering	-0.043	1341	-0.3052	0.4978	-1316	guinea pig, rabbit	1.6885	874
1	2495 m^3	0.2073	NATURAL LANGUAGE PROCESSING	Data Science	0.115	798	1.8389	0.5949	1203	pig	1.7943	1032
3	739 m^3	-0.4533	Robotics Engineering	Data Science	-0.4816	1486	0.8177	0.3832	1003	chicken	-0.7929	1632
0	416 m^3	-0.3843	Games and Playable Media	Bioengineering	-0.0601	2415	0.5091	1.221	-156	rabbit, hamster	1.7679	-405
0	575 m^3	0.6339	Games and Playable Media	Bioinformatics, Electrical Engineering, Computational Media	-0.095	1088	-0.4484	0.8372	90	hamster, guinea pig	0.6809	763
3	2144 m^3	1.0957	Robotics Engineering	Data Science	0.2127	1843	0.4431	0.0386	-219	cat	-0.1135	1840
4	-604 m^3	-0.8732	Bioengineering	Biotechnology, Computer Game Design, Computer Engineering	0.1241	1733	1.3714	0.1501	1314	guinea pig	0.2494	382
4	-639 m^3	0.5563	Bioinformatics	Biotechnology, Computer Engineering, Computer Game Design	0.8761	1635	-0.5915	1.821	2393	fish, ferret, reptile	-0.4155	2184
4	908 m^3	-1.2018	Bioengineering	Computational Media	0.1918	625	1.7809	-0.0341	2366	ferret	2.1745	516
1	1507 m^3	0.6125	Natural Language Processing	Computer Science	-0.2378	576	0.4028	1.3274	-130	pig	1.1872	2053
2	832 m^3	1.3972	Computer Science	Applied Mathematics	-0.4019	1743	0.385	1.0251	1313	rat	0.1045	1080
2	581 m^3	1.124	Computer Science	Data Science	0.0992	-350	0.0733	1.1933	-458	ferret, bird	-1.1326	844
3	-56 m^3	-0.4523	Robotics Engineering	Human Computer Interaction	-1.4777	2125	1.2942	-0.2196	1162	chicken	1.4181	14
0	343 m^3	0.3507	Games and Playable Media	Bioinformatics, Electrical Engineering, Computational Media	0.0541	1093	-0.1339	-0.1421	20	guinea pig, hamster	0.8293	812
0	261 m^3	0.2366	Games and Playable Media	Bioengineering, Electrical Engineering	-0.997	953	0.304	-0.1347	-144	rabbit	1.3205	-222
4	1248 m^3	0.6639	Electrical Engineering	Biotechnology, Computer Game Design, Computer Engineering	0.3257	1130	-0.4081	0.3341	739	reptile, bird, ferret	-0.1123	1984
1	851 m^3	0.187	Electrical Engineering	Computer Science, Statistics	-0.0822	-387	1.3651	-0.0446	1134	pig	0.432	1115
0	1045 m^3	-1.6751	Statistics	Computational Media, Electrical Engineering, Bioinformatics	-0.1449	727	-0.077	0.9338	433	rabbit	1.2148	487
3	2277 m^3	0.7337	Human Computer Interaction	Data Science	-0.4984	1543	0.8898	1.9208	-571	chicken	1.2607	1208
4	1600 m^3	0.1457	Computer Science	Computer Engineering, Computer Game Design, Biotechnology	0.2241	362	0.6124	0.6231	1201	ferret, fish	0.0283	1663
3	430 m^3	-0.0359	Human Computer Interaction	Data Science	0.4337	-375	1.8138	0.5911	512	cat	-1.0972	535
4	1162 m^3	0.3031	Computer Game Design	Robotics Engineering, Computer Game Design, Biotechnology	0.6932	1593	0.2694	0.1808	812	fish	-1.0052	972
0	-113 m^3	0.4159	Computer Science	Bioinformatics, Computational Media, Electrical Engineering	0.0753	219	-1.0721	-0.5132	-399	hamster, rabbit	2.5243	-1314
3	-387 m^3	-0.0096	Human Computer Interaction	Human Computer Interaction	-0.576	133	0.2926	1.2835	663	cat	1.2945	1314
1	-424 m^3	2.1742	Natural Language Processing	Data Science	1.1311	1813	-0.0194	-0.3272	1393	pig	-0.0087	1369
4	1599 m^3	-0.7382	Applied Mathematics	Computer Engineering	1.0459	1570	-0.6457	-0.9785	417	bird, fish, reptile	0.2581	995
1	2 m^3	0.8354	Data Science	COMPUTER SCIENCE, STATISTICS, GAMES AND PLAYABLE MEDIA	1.1311	-420	0.1714	1.8444	683	pig	0.1177	453
4	296 m^3	0.198	Bioengineering	Biotechnology, Computer Engineering	1.9455	958	-0.8002	0.0777	924	ferret, bird	1.3688	1248
2	-119 m^3	-0.4053	Computer Science	Applied Mathematics	0.7461	-1569	-1.7617	0.2829	-936	rat	0.961	865
2	2375 m^3	1.6565	Computer Science	Natural Language Processing	-0.3384	1489	0.5247	0.2627	854	rat	0.0562	377
3	372 m^3	0.575	Robotics Engineering	Computational Media	0.6335	1953	0.7759	-0.7374	-33	cat	-0.4968	815
4	1016 m^3	1.5344	Bioengineering	Robotics Engineering	0.1632	-205	0.9915	-0.6607	3239	ferret	0.0304	1503
2	-266 m^3	1.4216	Computer Science	Applied Mathematics	1.365	641	-0.1804	-0.1648	-1374	dog	0.6334	1792
4	1502 m^3	0.2554	Bioengineering	Natural Language Processing	0.602	1995	-0.5459	1.6919	1896	ferret, fish, bird	0.6007	871
0	695 m^3	0.8067	Computational Media	Computational Media, Electrical Engineering	-0.0281	113	-0.2169	0.1755	921	rabbit, guinea pig	1.9713	-460
1	981 m^3	0.6614	Human Computer Interaction	Computer Science, Technology and Information Management, Games and Playable Media	0.6271	1569	0.6659	-0.1798	619	pig	0.7027	482
4	-773 m^3	0.3865	Bioengineering	Computer Engineering, Robotics Engineering	0.2512	1519	1.1072	0.9823	1661	dog	-0.0738	336
3	1874 m^3	-0.9506	Robotics Engineering	Data Science	1.2762	1724	2.1202	0.7086	777	chicken	0.2899	1658
2	1948 m^3	0.7649	Computer Science	Natural Language Processing	0.707	-340	0.1198	0.5308	-62	dog	0.3474	1776
1	1764 m^3	0.3751	Technology and Information Management	Electrical Engineering, Bioinformatics, Bioengineering	1.7709	-1532	1.7839	-0.4418	1146	pig	0.0898	1524
4	340 m^3	0.4592	Computer Game Design	Biotechnology, Computer Game Design, Computer Engineering	0.0189	211	0.8118	0.6891	1642	hamster	0.3193	1147
0	-866 m^3	0.019	cOMPUTATIONAL mEDIA	Computer Science	0.1136	535	-0.2998	0.9095	298	rabbit, guinea pig	1.0068	137
2	-537 m^3	-0.2147	Computer Science	Applied Mathematics	0.1997	432	-0.6418	0.811	-1313	dog	-0.6268	1534
3	877 m^3	0.0172	Applied Mathematics	hUMAN cOMPUTER iNTERACTION	-0.0198	1489	0.9325	-0.4561	360	cat	1.019	677
1	-438 m^3	0.4603	Electrical Engineering	Technology and Information Management, Games and Playable Media, Statistics	0.2607	998	0.1557	0.326	794	pig	-0.4174	1709
4	1038 m^3	0.266	Computer Game Design	Computer Engineering	0.119	1917	-0.6195	-1.4893	1902	pig	0.8858	-537
0	493 m^3	0.3508	Games and Playable Media	Bioengineering	0.6766	1114	-0.3039	0.992	1866	rabbit	1.9333	-232
3	1531 m^3	-0.3876	Applied Mathematics	Data Science	-0.1818	939	1.445	0.2215	785	chicken	-0.2599	-32
4	-513 m^3	0.3743	Computer Game Design	Robotics Engineering	0.3455	-1546	-0.0778	0.984	2548	n/a	-0.0392	543
1	1029 m^3	0.0094	Natural Language Processing	computer science, statistics	1.6776	-1730	0.9994	2.0226	2788	pig	1.681	333
3	405 m^3	-0.3266	Robotics Engineering	Human Computer Interaction	0.6809	196	2.3736	?	-303	chicken	1.7331	629
2	1880 m^3	-0.0109	Computer Science	Natural Language Processing	0.5243	-595	-0.253	0.5856	879	dog	0.4635	897
1	1333 m^3	0.1024	Natural Language Processing	Games and Playable Media, Statistics	0.9154	1373	0.4059	NULL	1568	pig	-0.9556	254
2	-229 m^3	0.1394	Computer Science	Applied Mathematics	1.1039	1738	0.2386	2.6172	829	dog	0.6414	855
4	-567 m^3	0.4417	Data Science	Computer Game Design	1.2473	-441	-0.4803	-0.3715	149	bird, ferret	1.359	2252
4	916 m^3	0.0346	Bioengineering	cOMPUTER gAME dESIGN, bIOTECHNOLOGY, cOMPUTER eNGINEERING	0.4238	759	1.4639	-0.1988	209	fish	1.8878	1247
4	-259 m^3	0.7548	Computer Game Design	Robotics Engineering, Computer Engineering, Biotechnology	1.3134	-857	-1.29	-0.7892	1976	fish	1.7829	609
3	1857 m^3	0.8218	Human Computer Interaction	Data Science	0.2857	-40	0.5548	0.9655	678	cat	0.2133	1150
4	-467 m^3	-0.7611	Bioinformatics	Robotics Engineering		1722	0.1857	0.6834	860	fish	1.1806	1315
2	-354 m^3	-0.5417	Computer Science	Natural Language Processing	0.567	747	-0.6619	0.6323	-591	?	-0.9663	1808
